Block,Lot,QualCode,Tax
887,6,           ,30529.35
887,35,           ,7916.85
887,36,           ,8496.74
887,23,T01        ,15807.72
887,34,           ,15932.94
887,23,           ,49305.9
888,64,           ,9476.66
888,1,           ,7653.27
888,62,           ,30882.86
888,63,           ,8192.84
889,21,           ,2207.91
889,28,           ,1246.6
889,25,           ,6540.01
889,26,           ,5656.22
889,17,           ,1578.41
889,18,           ,16767.11
889,11,           ,4415.82
889,11,B01        ,4546.07
889,24,           ,5370.93
890,1.01,           ,10217.8
890,1.04,           ,10016.23
890,1.06,           ,10186.79
890,1.1,           ,10025.53
890,1.15,           ,10692.25
890,20,           ,377.17
890,31,           ,16232.1
890,39.03,           ,7985.08
890,1.03,           ,14470.18
890,1.05,           ,10729.46
890,1.08,           ,10025.53
890,1.11,           ,10227.1
890,1.12,           ,10313.93
890,21,           ,48812.84
890,21,B01        ,465.15
890,35,           ,3373.89
890,36,           ,3696.39
890,92,           ,4766.24
890,1.07,           ,9464.25
890,1.09,           ,10227.1
890,1.13,           ,50165.5
890,34,           ,1085.35
890,39.02,           ,8735.52
890,90,           ,6816
890,1.02,           ,10053.44
890,29,           ,3305.59
890,37,           ,2279.24
890,38,           ,2170.7
890,39.01,           ,8862.66
890,50,           ,32861.3
890,60,           ,7014.25
891,1.01,           ,39168.57
891,11.01,           ,9672.02
891,11.06,           ,9675.12
891,31,           ,4817.58
891,1.02,           ,2883.93
891,5,           ,50688.95
891,11.02,           ,9771.25
891,11.07,           ,9639.16
891,18,           ,1563.54
891,20,           ,4803.45
891,4,           ,13780.25
891,11.03,           ,9678.22
891,19,           ,3036.09
891,11.04,           ,9516.97
891,11.05,           ,9684.42
891,30,           ,6910.65
892,27,           ,1209.39
892,31,           ,1228
892,37,           ,1224.9
892,1,           ,354638.43
892,16,           ,15520.51
892,24,           ,1959.84
892,35,           ,2232.72
892,43,           ,2176.9
892,28,           ,1218.69
892,30,           ,998.52
892,39,           ,1138.07
892,47,           ,927.2
892,26,           ,1209.39
892,29,           ,1246.6
892,33,           ,1076.05
892,48,           ,998.52
892,53,           ,747.34
894,27,           ,12915.18
894,46,           ,4775.54
894,1,           ,65943
894,15,           ,9796.06
894,47,           ,11001.68
894,19,           ,19732.05
895,5,           ,8846.68
895,29,           ,10645.73
895,32,           ,1792.38
895,38,           ,5631.42
895,42,           ,7166.41
895,9,           ,823.39
895,13,           ,1411.31
895,34,           ,12380.51
895,3,           ,8318.81
895,28,           ,6090.36
895,41,           ,4151.99
895,1,           ,3860.75
895,7,           ,823.39
895,11,           ,626.91
895,31,           ,1370.64
895,40,           ,4980.53
896,2,           ,5832.98
896,4,           ,5550.79
896,29,           ,4208.06
896,5,           ,6505.9
896,27,           ,6905.93
896,31,           ,989.22
896,32,           ,617.31
896,1,           ,5777.16
896,7.02,           ,6152.38
896,11,           ,10462.77
896,7.01,           ,6245.41
896,13,           ,1795.48
896,30,           ,6040.75
897,1.03,           ,9684.42
897,1.01,           ,154125.9
897,1.04,           ,9786.76
897,1.02,           ,9712.33
897,27,           ,4933.69
898,2,           ,9961
898,4,           ,6698.16
898,13.06,           ,9656.51
898,13.14,           ,9532.47
898,9,           ,4263.88
898,13.01,           ,9523.17
898,13.04,           ,9653.41
898,13.1,           ,8999.1
898,13.12,           ,9634.81
898,13.15,           ,7298.54
898,14,           ,793.55
898,29,           ,4291.74
898,7,           ,37624.44
898,13.03,           ,9538.68
898,13.05,           ,9585.19
898,13.08,           ,9513.87
898,13.11,           ,9634.81
898,1,           ,15425.07
898,3,           ,2455.67
898,13.02,           ,9411.54
898,13.07,           ,9560.38
898,13.09,           ,9368.12
898,13.13,           ,9532.47
899,4,           ,3795.62
899,13,           ,3007.97
899,14,           ,6958.64
899,33,           ,4713.52
899,34,           ,4150.08
899,41,           ,6679.55
899,6,           ,3879.35
899,8,           ,5023.62
899,10,           ,5479.47
899,1.01,           ,5947.72
899,7,           ,3749.11
899,11,           ,3938.27
899,31,           ,26830
899,1.02,           ,8003.68
899,5,           ,3324.33
899,9,           ,4492.49
899,12,           ,3014.17
899,38,           ,18558.57
900,1.02,           ,9675.12
900,22,           ,17945.36
900,1.01,           ,9668.92
900,19,           ,13179.25
900,23,           ,16316.81
900,26,           ,4335.2
900,1.04,           ,9523.17
900,1.05,           ,15671.51
900,20,           ,9445.57
900,1.03,           ,9526.27
901,34,           ,35857.25
901,39,           ,11272.14
901,41,           ,4437.53
901,1,           ,34653.68
901,3,           ,3466.92
901,30,           ,4747.63
901,35,           ,35988.28
901,36,           ,65425.49
901,40,           ,3049.64
901,12,T01        ,15823.6
901,38,           ,2009.45
901,48,           ,3086.1
902,1,           ,9130.23
902,8,           ,7449.24
902,15,           ,8133.84
902,21,           ,4099.52
902,22,           ,1708.65
902.01,3.02,C3B        ,5352.33
902.01,3.04,C3D        ,3123.4
902.01,3.06,C3F        ,3190.41
902,26,           ,2902.53
902.01,3.01,C3A        ,6957.38
902.01,3.03,C3C        ,3594.77
902.01,3.05,C3E        ,7246.67
902.01,3.07,C3G        ,5522.88
902.01,2.01,C2A        ,3445.22
902.01,2.02,C2B        ,5352.33
902.01,2.05,C2E        ,5588
902.01,2.06,C2F        ,7374.38
902.01,4.01,C4A        ,2237.06
902.01,4.02,C4B        ,5352.33
902.01,4.03,C4C        ,5733.75
902.01,4.04,C4D        ,4977.11
902.01,4.05,C4E        ,5588
902.01,4.06,C4F        ,7706.13
902.01,4.07,C4G        ,3364.13
902,18,           ,19046.34
902.01,2.03,C2C        ,5733.75
902.01,2.04,C2D        ,4463.63
902.01,2.07,C2G        ,7178.79
906,20,           ,3470.02
906,1,           ,235198.45
907,1,           ,436558.78
908,1,           ,21195.34
908,11,           ,3581.24
908,15,B01        ,5105.85
908,16,           ,1317.93
908,8,           ,12332.68
908,13,           ,4546.07
908,15,           ,999.97
908,47,           ,1277.54
908,9,           ,2344.36
908,14,           ,4549.17
908,17,           ,158.15
908,42,           ,3835.94
909,1,           ,28653.24
914,5,           ,5829.88
914,12,           ,14401.04
914,18,           ,7048.57
914,20,           ,7554.04
914,31,           ,14198.24
914,32,           ,7504.42
914,37,           ,10196.09
914,42,           ,10286.02
914,1.01,           ,14010.32
914,14,           ,5217.86
914,17,           ,4657.03
914,19,           ,11586.12
914,23,           ,8968.09
914,26,           ,13823.1
914,29,           ,2232.72
914,33,           ,3904.01
914,34,           ,6053.15
914,45,           ,5029.82
914,8,           ,16320.56
914,13,           ,5950.43
914,15,           ,25765.25
914,22,           ,7740.1
914,28,           ,7476.51
914,30,           ,11973.89
914,39,           ,3148.78
914,47,           ,15435.89
914,11,           ,6646.36
914,16,           ,6804.02
914,21,           ,8385.51
914,24,           ,3817.33
914,40,           ,4696.3
914,46,           ,5459.98
915,18,           ,7849.29
915,20,           ,5632.6
915,32,           ,7631.56
915,37,           ,11200.17
915,42,           ,11225.62
915.01,1.01,C1A        ,7588.15
915.01,2.01,C2A        ,7674.98
915.01,2.02,C2B        ,7622.26
915,24,           ,6372.56
915,31,           ,8739.5
915,46,           ,24879.32
915,58,           ,3621.97
915.01,3.02,C3B        ,7749.4
915,10,           ,23378.44
915,22,           ,3826.51
915,30,           ,7507.52
915,35,           ,15161.94
915.01,1.02,C1B        ,7622.26
915,26,           ,20541.36
915,34,           ,4601.9
915.01,3.01,C3A        ,7588.15
916,11,           ,6766.38
916,12.02,           ,11253.53
916,12.07,           ,12469.12
916,49.02,           ,4032.23
916,12.03,           ,12174.53
916,12.08,           ,12711
916,12.09,           ,12652.08
916,12.11,           ,12152.82
916,49.07,           ,3977.42
916,12.04,           ,12034.98
916,12.05,           ,12872.25
916,12.12,           ,12456.72
916,28,           ,8591.89
916,49.03,           ,4042.04
916,49.05,           ,3977.25
916,1,           ,11442.68
916,3,           ,30839.45
916,12.01,           ,12326.48
916,12.06,           ,12853.65
916,12.1,           ,14366.93
916,49.01,           ,3810.88
916,49.04,           ,3997.25
916,49.06,           ,3977.25
917,1.01,           ,24702.57
917,1.04,           ,1822.05
917,1.1,           ,1822.05
917,37.02,           ,13300.19
917,37.14,           ,13610.29
917,37.16,           ,13700.22
917,46,           ,10726.36
917,52,           ,4337.49
917,1.03,           ,1822.05
917,1.05,           ,1872.04
917,1.08,           ,1772.06
917,37.01,           ,12924.97
917,37.04,           ,13383.92
917,37.06,           ,17109.2
917,37.1,           ,12586.96
917,37.15,           ,13904.88
917,40,           ,7504.42
917,43,           ,4318.36
917,1.02,           ,1707.74
917,1.07,           ,1822.05
917,1.09,           ,1822.05
917,37.03,           ,12679.99
917,37.05,           ,13405.62
917,37.08,           ,13476.95
917,37.11,           ,12732.71
917,37.12,           ,13306.39
917,37.17,           ,12692.39
917,41,           ,13588.33
917,51,           ,9833.5
917,1.06,           ,1743.33
917,37.07,           ,13455.24
917,37.09,           ,13353.64
917,37.13,           ,13613.39
917,37.18,           ,13064.51
917,42,           ,3590.36
917,45,           ,8726.21
917,53,           ,8335.49
918,26.02,           ,9092.13
918,16,           ,31760.44
918,26.03,           ,9625.5
918,26.05,           ,9340.21
918,26.01,           ,9011.51
918,26.04,           ,9008.41
918,26.06,           ,9039.42
919,43.03,           ,9789.86
919,43.05,           ,9389.83
919,43.08,           ,9541.78
919,43.11,           ,10056.54
919,43.13,           ,9461.15
919,43.21,           ,9557.28
919,43.24,           ,9575.89
919,5,           ,5733.75
919,43.02,           ,10106.16
919,43.07,           ,9411.54
919,43.09,           ,9616.2
919,43.18,           ,10118.56
919,43.2,           ,9554.18
919,43.23,           ,9575.89
919,43.26,           ,10000.73
919,1,           ,8955.69
919,43.06,           ,9718.53
919,43.14,           ,9811.56
919,43.16,           ,10022.43
919,43.22,           ,9982.12
919,43.29,           ,10152.67
919,15,           ,1531.89
919,43.01,           ,9544.88
919,43.04,           ,9569.69
919,43.1,           ,10006.93
919,43.12,           ,9532.47
919,43.15,           ,10022.43
919,43.17,           ,10081.35
919,43.25,           ,9575.89
919,43.27,           ,9271.99
919,43.28,           ,10047.24
920,4,           ,5090.09
920,7.03,           ,12180.73
920,7.08,           ,13008.7
920,7.09,           ,13275.38
920,7.11,           ,18783.58
920,7.13,           ,13055.21
920,7.02,           ,15154.59
920,7.07,           ,13008.7
920,7.14,           ,2601.04
920,7.01,           ,15911.23
920,7.06,           ,12971.48
920,7.1,           ,13207.16
920,1,           ,10428.66
920,3,           ,9098.33
920,7.04,           ,13644.5
920,7.05,           ,23860.46
920,7.12,           ,12940.47
920,7.15,           ,7662.57
920,21,           ,9706.13
920,47,           ,10918.62
921,1.01,           ,4186.35
921,1.02,           ,13179.25
923,11.03,           ,10499.99
923,11.05,           ,10344.94
923,11.08,           ,10453.47
923,11.11,           ,10344.94
923,11.12,           ,11224.68
923,11.17,           ,10320.13
923,11.25,           ,10444.17
923,11.01,           ,10437.97
923,11.04,           ,13021.69
923,11.06,           ,10228.17
923,11.1,           ,10456.57
923,11.15,           ,11669.08
923,11.2,           ,10437.97
923,11.22,           ,10624.03
923,1,           ,8569.4
923,11.02,           ,10490.68
923,11.14,           ,10437.97
923,11.16,           ,10211.59
923,11.19,           ,8204.2
923,11.23,           ,10236.4
923,11.24,           ,10468.98
923,11.26,           ,10348.04
923,11.07,           ,10431.76
923,11.09,           ,10490.68
923,11.13,           ,10537.2
923,11.18,           ,10388.35
923,11.21,           ,10481.38
923,11.27,           ,10586.81
923,11.28,           ,10614.72
924,17.03,           ,9675.12
924,17.05,           ,10028.92
924,17.08,           ,9597.6
924,31.07,           ,4939.36
924,44,           ,8456.43
924,63,           ,5922.91
924,68,           ,8127.72
924,17.07,           ,9768.15
924,17.09,           ,9730.94
924,31.02,           ,11641.03
924,31.06,           ,9966.61
924,48,           ,5767.86
924,54,           ,12326.76
924,57,           ,9169.66
924,65,           ,5910.51
924,17.02,           ,9597.6
924,31.01,           ,9951.11
924,31.04,           ,9951.11
924,50,           ,5106.89
924,56,           ,6189.6
924,59,           ,9296.8
924,61,           ,8481.24
924,71,           ,3573.81
924,17.01,           ,9743.34
924,17.04,           ,9650.31
924,17.06,           ,9743.34
924,31.03,           ,9913.9
924,31.05,           ,9966.61
924,31.08,           ,8899.87
924,52,           ,6496.6
924,67,           ,6108.97
925,22,           ,8329.29
925,29.03,           ,9369.74
925,35,           ,3085.08
925,36.02,           ,7296.65
925,41,           ,5646.92
925,44,           ,7752.5
925,51,           ,20137.94
925,54,           ,8440.92
925,24,           ,2143.78
925,29.01,           ,9386.73
925,29.04,           ,9560.38
925,40,           ,8034.69
925,43,           ,6270.22
925,46,           ,11731.05
925,52,           ,4088.32
925,55,           ,6453.18
925,58,           ,22817.16
925,29.02,           ,19936.6
925,42,           ,5860.89
925,49,           ,7670.98
925,53,           ,4869.1
925,56,           ,9105.19
925,59,           ,9709.23
925,60,           ,9567.15
925,23,           ,8822.35
925,25,           ,2437.37
925,26,           ,5588
925,34,           ,4484.05
925,36.01,           ,8413.01
925,45,           ,8062.6
925,50,           ,6128.22
925,57,           ,8744.82
925,75,           ,3383.19
926,25.01,           ,9209.97
926,25.04,           ,11008.55
926,25.06,           ,11618.38
926,39,           ,3138.21
926,41,           ,15911.35
926,47,           ,4713.52
926,64,           ,9256.49
926,69,           ,10726.36
926,70,           ,787.88
926.01,3.01,C3A        ,2872.55
926.01,3.03,C3C        ,2892.8
926,14,           ,11753.54
926,17,           ,13219.91
926,19,           ,3138.21
926,23,           ,3384.4
926,25.05,           ,11571.38
926,25.08,           ,9630.83
926,33,           ,3116.51
926,34,           ,3722.96
926,45,           ,5258.02
926,48,           ,3245.66
926,50,           ,4766.24
926,60,           ,2759.51
926.01,2.01,C2A        ,2872.55
926.01,2.02,C2B        ,2706.13
926,25.03,           ,10867.94
926,31,           ,5968.84
926,32,           ,3031.76
926,37,           ,3113.02
926,38,           ,4009.59
926,46,           ,4415.82
926,49,           ,12345.08
926,61,           ,6034.55
926.01,2.03,C2C        ,2889.92
926.01,2.04,C2D        ,2921.75
926,1,           ,40807.99
926,7,           ,21889.63
926,16,           ,3310.52
