Block,Lot,QualCode,Tax
4031,66,           ,3516.53
4031,67,           ,2964.56
4031,74,           ,4857.67
4031,77,           ,6718.24
4031,85,           ,4394.12
4031,91,           ,9956.75
4032,23,           ,4409.62
4032,29,           ,4400.32
4032,38,           ,1179.73
4032,42,           ,2359.94
4032,45,           ,3635.07
4032,48,           ,2902.37
4032,50,           ,6459.38
4032,53,           ,3559.95
4032,56,           ,3116.51
4032,60,           ,5184.87
4032,65,           ,5829.94
4032.01,2,           ,4310.39
4032,2,           ,6332.24
4032,8,           ,3823.53
4032,12,           ,3770.82
4032,17,           ,4003.39
4032,19,           ,2103.04
4032,25,           ,4425.13
4032,28,           ,4626.69
4032,41,           ,3269.03
4032,47,           ,3046.89
4032,51,           ,2927.34
4032,57,           ,4862.37
4032,69,           ,3972.38
4032,5,           ,5308.91
4032,20,           ,4446.83
4032,27,           ,4533.66
4032,31,           ,4370.49
4032,32,           ,4684.99
4032,37,           ,3197.13
4032,46,           ,2900.61
4032,52,           ,4135.28
4032,66,           ,1855.1
4032,67,           ,488.94
4032,1,           ,5963.22
4032,3,           ,4090.22
4032,6,           ,5277.14
4032,10,           ,3764.61
4032,13,           ,3094.8
4032,15,           ,4604.99
4032,21,           ,4849.96
4032,24,           ,4986.41
4032,40,           ,3017.27
4032,43,           ,4770.78
4032,55,           ,4394.12
4032,58,           ,3550.65
4032,62,           ,3522.19
4032,63,           ,2487.56
4032,68,           ,6260.92
4032,70,           ,2002.14
4032,72,           ,5323.03
4032,73,           ,4989.28
4032.01,1,           ,4484.07
4033,1,           ,6586.44
4033,6,           ,3011.07
4033,7,           ,2967.66
4033,13,           ,4198.75
4033,15,           ,4713.52
4033,21,           ,4815.85
4033,35,           ,5274.8
4033,40,           ,4396.09
4033,52,           ,4204.96
4033,55,           ,4257.25
4033,58,           ,3429.71
4033,62,           ,5349.23
4033.01,46,           ,4831.36
4033.01,55,           ,4811.09
4033,3,           ,3420.48
4033,8,           ,3954.73
4033,14,           ,7562.61
4033,17,           ,4149.14
4033,19,           ,3579.74
4033,28,           ,4170.31
4033,39,           ,3820.43
4033,41,           ,5452.78
4033,44,           ,3185.91
4033,47,           ,4316.59
4033,51,           ,5195.93
4033,54,           ,5132.16
4033,57,           ,5132.16
4033,64,           ,3349.08
4033,68,           ,4276.28
4033,69,           ,4807.66
4033.01,50,           ,643.18
4033.01,53,           ,3925.98
4033,11,           ,3618.87
4033,20,           ,4077.82
4033,31,           ,5780.26
4033,37,           ,6530.71
4033,42,           ,3730.5
4033,49,           ,5395.74
4033,66,           ,4658.88
4033.01,1,           ,5594.2
4033.01,3,           ,2000
4033.01,47,           ,5356.83
4033.01,51,           ,2955.25
4033,2,           ,6242.31
4033,9,           ,5528.42
4033,18,           ,4440.63
4033,23,           ,6567.92
4033,26,           ,7174.28
4033,29,           ,4869.41
4033,34,           ,4381.71
4033,45,           ,3922.77
4033,48,           ,5051.53
4033,60,           ,6276.42
4033,65,           ,306.76
4033,71,           ,6744.68
4033.01,48,           ,9531.44
4033.01,54,           ,3615.77
4034,9,           ,5339.92
4034,17,           ,5076.08
4034,18,           ,4791.05
4034,25,           ,3734.34
4034,26,           ,2873.35
4034,34,           ,3652.98
4034,41,           ,4812.75
4034,57,           ,5001.91
4034,64,           ,4158.44
4034,65,           ,4226.66
4034,71,           ,5423.65
4034,21,           ,5371.79
4034,28,           ,6363.25
4034,35,           ,4499.55
4034,44,           ,15255.14
4034,47,           ,13176.15
4034,51,           ,5508.15
4034,68,           ,4195.65
4034,73,           ,5073.36
4034,80,           ,8664.19
4034,82,           ,10010.03
4034,11,           ,18306.23
4034,27,           ,13191.43
4034,29,           ,6390.43
4034,32,           ,5312.78
4034,37,           ,4108.83
4034,38,           ,4149.14
4034,49,           ,5584.9
4034,59,           ,5107.35
4034,61,           ,7451.03
4034,66,           ,4549.17
4034,74,           ,4772.64
4034,15,           ,4492.52
4034,24,           ,3166.12
4034,31,           ,4569.54
4034,36,           ,5436.05
4034,40,           ,6177.5
4034,43,           ,552.38
4034,55,           ,4679.41
4034,62,           ,1074.38
4034,70,           ,5037.63
4034,77,           ,3712.87
4034,84,           ,5504.85
4035,5,           ,24981.95
4035,7,           ,38317.55
4035,15,           ,4422.03
4035,20,           ,4595.68
4035,31,           ,6995.86
4035,46,           ,4933.69
4035,52,           ,5683.98
4035,55,           ,5188.61
4035,74,           ,5622.11
4035,77,           ,7637.79
4035,1,           ,4238.74
4035,13,           ,5312
4035,21,           ,5011.22
4035,22,           ,4934.7
4035,24,           ,4836.28
4035,30,           ,3701.45
4035,35,           ,5498.44
4035,36,           ,3711.9
4035,58,           ,8875.06
4035,63,           ,4053.01
4035,68,           ,3798.73
4035,69,           ,4933.69
4035,72,           ,5539.53
4035,75,           ,3646.78
4035,80,           ,7760.93
4035,9,           ,4667.01
4035,16,           ,4657.7
4035,18,           ,4527.46
4035,29,           ,5037.16
4035,37,           ,5221.31
4035,42,           ,4018.9
4035,53,           ,5144.56
4035,60,           ,4003.39
4035,61,           ,3618.87
4035,66,           ,5643.82
4035,4,           ,1779.31
4035,14,           ,3439.52
4035,25,           ,6205.1
4035,26,           ,5281
4035,28,           ,4301.09
4035,33,           ,1158.82
4035,34,           ,4769.56
4035,39,           ,4459.24
4035,41,           ,8172.29
4035,44,           ,4521.26
4035,48,           ,4406.52
4035,54,           ,6172.02
4035,65,           ,7414.49
4035,71,           ,4108.83
4036,14,           ,4856.17
4036,17,           ,4424.66
4036,19,           ,4670.11
4036,25,           ,3922.22
4036,28,           ,5361.63
4036,44,           ,4778.64
4036,51,           ,6598.13
4036,54,           ,5107.06
4036,64,           ,3215.74
4036,65,           ,3439.01
4036.01,6,           ,4301.09
4036.01,8,           ,4868.57
4036.01,10,           ,4617.39
4036.01,35,           ,4493.35
4036.01,41,           ,4338.3
4036.01,44,           ,16081.01
4036.01,47,           ,3929.89
4036.01,51,           ,4015.8
4036,1,           ,3674.69
4036,3,           ,11113.97
4036,10,           ,3690.19
4036,13,           ,5017.42
4036,21,           ,500
4036,22,           ,4081.46
4036,24,           ,5093.95
4036,30,           ,4533.66
4036,40,           ,16748.5
4036,47,           ,7256.34
4036,55,           ,3491.73
4036,58,           ,774.74
4036,62,           ,4833.46
4036,63,           ,3696.39
4036,68,           ,3602.39
4036,69,           ,4731.06
4036,73,           ,4694.74
4036.01,4,           ,7488.92
4036.01,33,           ,4806.55
4036.01,34,           ,4456.14
4036.01,39,           ,7144.92
4036.01,50,           ,4056.92
4036,4,           ,5505.19
4036,9,           ,4040.6
4036,16,           ,4704.22
4036,23,           ,5101.87
4036,33,           ,2590.33
4036,42,           ,3343.92
4036,45,           ,6598.93
4036,53,           ,4048.93
4036,60,           ,5342.68
4036,71,           ,5431.03
4036.01,7,           ,3525.84
4036.01,36,           ,4507.14
4036.01,46,           ,3716.6
4036,5,           ,3581.66
4036,7,           ,4713.52
4036,11,           ,4983.31
4036,27,           ,5200.38
4036,31,           ,10782.26
4036,37,           ,6081.33
4036,49,           ,6628.55
4036,59,           ,4772.44
4036.01,38,           ,4468.33
4036.01,42,           ,8252
4036.01,49,           ,4694.91
4037,11,           ,6186.5
4037,20,           ,4412.72
4037,27,           ,4862.37
4037,1,           ,26425.97
4037,7,           ,4707.32
4037,10,           ,6167.89
4037,15,           ,4127.43
4037,36,           ,3488.63
4037,9,           ,7428.18
4037,12,           ,3628.17
4037,18,           ,4126
4037,23,           ,2775.4
4037,26,           ,4422.03
4037,33,           ,5475.42
4037,17,           ,4022
4037,22,           ,3949.69
4037,25,           ,4753.83
4037,30,           ,6112.07
4038,3,           ,11422.3
4038,8,           ,5174.16
4038,14,           ,4330.32
4038,19,           ,6228.1
4038,21,           ,7728.63
4038,1,           ,5156.96
4038,15,           ,7367.54
4038,9,           ,3910.36
4038,12,           ,3857.64
4038,18,           ,5232.38
4038,5,           ,4082.28
4038,11,           ,4211.16
4038,16,           ,3742.91
4038,20,           ,518.32
4039,11,           ,3417.3
4039,18,           ,4967.8
4039,7,           ,4114.22
4039,15,           ,4229.76
4039,20,           ,6077.96
4039,4,           ,3866.95
4039,12,           ,5417.45
4039,14,           ,4679.95
4039,25,           ,5333.72
4039,26,           ,3432.81
4039,28,           ,4967.8
4039,1,           ,4105.72
4039,3,           ,4078.59
4039,6,           ,5374.03
4039,10,           ,4335.2
4039,22,           ,4012.64
4040,5,           ,6805.49
4040,7,           ,5572.5
4040,15,           ,3699.49
4040,1,           ,3516.53
4040,3,           ,5479.47
4040,8,           ,4521.26
4040,10,           ,4604.99
4040,19,           ,5213.42
4040,21,           ,5281.7
4040,30,           ,4449.94
4040,35,           ,4261.61
4040,11,           ,4573.98
4040,18,           ,3879.35
4040,2,           ,3445.21
4040,12,           ,3880.53
4040,14,           ,4949.2
4040,23,           ,5343.02
4040,26,           ,4142.94
4040,28,           ,5594.09
4040,33,           ,3724.3
4040,34,           ,4055.45
4041,4,           ,4127.43
4041,9,           ,4313.49
4041,17,           ,5057.73
4041,23,           ,3592.14
4041,25,           ,4753.83
4041,26,           ,7286.73
4041,71,           ,3140.25
4041,78,           ,4756.93
4041.01,8,           ,4821.89
4041.01,10,           ,3598.7
4041.01,13,           ,3525.54
4041.01,15,           ,3575.45
4041.01,25,           ,3721.46
4041.01,39,           ,3783.22
4041.01,41,           ,3519.64
4041,1,           ,5029.82
4041,13,           ,2831.21
4041,14,           ,5094.67
4041,19,           ,4465.04
4041,22,           ,4034.4
4041,28,           ,3494.83
4041,30,           ,4952.3
4041,68,           ,5783.37
4041,69,           ,4524.4
4041,72,           ,5259.3
4041,75,           ,4111.93
4041,80,           ,6183.39
4041,82,           ,2753.26
4041.01,9,           ,3612.77
4041.01,12,           ,3486.71
4041.01,19,           ,3262.25
4041.01,23,           ,3504.13
4041.01,29,           ,3733.6
4041.01,33,           ,3418.48
4041.01,38,           ,3711.9
4041.01,42,           ,4481.9
4041,5,           ,6087.26
4041,11,           ,6819.78
4041,16,           ,4846.86
4041,20,           ,4150.32
4041,32,           ,4254.57
4041.01,1,           ,1593.13
4041.01,3,           ,22662.11
4041.01,6,           ,3445.21
4041.01,22,           ,3131.39
4041.01,24,           ,1993.22
4041.01,35,           ,3631.27
4041.01,36,           ,3594.06
4041.01,40,           ,3477.4
4041.01,47,           ,6118.27
4041,31,           ,3512.61
4041,67,           ,4353.8
4041,70,           ,8148.67
4041,76,           ,5897.9
4041,77,           ,4977.11
4041,79,           ,9328.35
4041,81,           ,4580.18
4041,84,           ,3811.13
4041,86,           ,5113.55
4041.01,5,           ,3625.07
4041.01,16,           ,3615.77
4041.01,18,           ,3364.59
4041.01,20,           ,3181.63
4041.01,27,           ,3683.99
4041.01,31,           ,3569.25
4041.01,37,           ,3570.78
4041.01,43,           ,3848.34
4042,18,           ,4108.9
4042,50,           ,4577.08
4042,53,           ,3212.64
4042,56,           ,3215.74
4042,59,           ,3208.48
4042,60,           ,3773.92
4042,66,           ,3259.15
4042.01,29,           ,4604.99
4042.01,33,           ,3860.75
4042.01,42,           ,4254.57
4042.01,45,           ,4363.11
4042,15,           ,2714
4042,49,           ,4088.8
4042,52,           ,4288.68
4042,55,           ,3367.69
4042,62,           ,3358.38
4042,67,           ,5784.41
4042.01,30,           ,3042.08
4042.01,39,           ,4232.87
4042.01,41,           ,4967.97
4042.01,44,           ,6398.16
4042.01,70,           ,4704.38
4042,12,           ,5690.15
4042,14,           ,4185.94
4042,17,           ,6859.41
4042,57,           ,3730.5
4042,64,           ,5918.9
4042,65,           ,4608.09
4042.01,27,           ,4319.69
4042.01,32,           ,4822.88
4042,1,           ,4732.13
4042,8,           ,4499.55
4042,10,           ,5880.63
4042,19,           ,4350.7
4042,21,           ,4139.84
4042,22,           ,4276.28
4042,24,           ,3939.61
4042,47,           ,7612.96
4042.01,35,           ,4583.28
4042.01,36,           ,4338.3
4042.01,40,           ,4257.67
4042.01,43,           ,4409.62
4043,1,           ,3966.18
4043,3,           ,5141.22
4043,8,           ,4228.96
4043,14,           ,6769.48
4043,82,           ,3225.04
4043.01,22,           ,7224.64
4043.01,24,           ,3916.56
4043.01,68,           ,12282.23
4043.02,37,           ,3246.75
4043.02,38,           ,3200.23
4043.02,46,           ,3584.76
4043,7,           ,4155.34
4043,77,           ,3767.72
4043,80,           ,3253.41
4043,81,           ,3383.19
4043,84,           ,3329.99
4043,86,           ,4204.96
4043.01,25,           ,4400.32
4043.01,26,           ,4211.16
4043.01,65,           ,4901.01
4043.01,90,           ,4232.13
4043.02,36,           ,3541.34
4043.02,40,           ,3203.33
4043.02,43,           ,4895.86
4043,2,           ,4908.88
4043,4,           ,4178.23
4043,9,           ,3783.22
4043,18,           ,1907.17
4043,78,           ,3339.78
4043,83,           ,3330.47
4043.01,31,           ,4825.16
4043.01,32,           ,3792.52
4043.01,66,           ,6595.83
4043.02,42,           ,3463.79
4043.02,45,           ,3891.76
4043.02,48,           ,3928.97
4043.02,50,           ,3595.35
4043,5,           ,4146.04
4043,11,           ,6636.14
4043,88,           ,3051.19
4043.01,23,           ,3755.61
4043.01,33,           ,4260.77
4043.02,39,           ,3122.71
4043.02,41,           ,4775.54
4043.02,44,           ,3817.33
4043.02,47,           ,6383.14
4043.02,51,           ,5234.49
4044,9,           ,3882.45
4044,12,           ,5545.19
4044,23,           ,4183.25
4044,26,           ,4471.64
4044,33,           ,5206.58
4044.01,2,           ,3705.7
4044.01,4,           ,6180.29
4044.01,13,           ,5820.58
4044.01,19,           ,4850.51
4044,16,           ,4439.54
4044,32,           ,4189.45
4044.01,1,           ,8633.3
4044.01,15,           ,5752.36
4044,14,           ,4853.07
4044,17,           ,645.11
4044,22,           ,4239.07
4044,25,           ,4487.15
4044,28,           ,4595.66
4044,30,           ,4567.77
4044.01,9,           ,4220.46
4044.01,12,           ,9762.86
4044,1,           ,7459.77
4044,7,           ,6819.1
4044,10,           ,3788.58
4044,13,           ,2774.89
4044,24,           ,3184.26
4044.01,11,           ,3314.97
4046,4,           ,2480.8
4046,12,           ,4849.96
4046,14,           ,3040.16
4046,26,           ,21476.3
4046,33,           ,3705.7
4046,34,           ,3869.2
4046,11,           ,3873.15
4046,18,           ,3994.91
4046,29,           ,4625.07
4046,38,           ,2685.47
4046,42,           ,4006.49
4046,1,           ,4075
4046,8,           ,3535.14
4046,10,           ,3643.68
4046,19,           ,4651.5
4046,30,           ,3696.39
4046,35,           ,3408
4046,44,           ,3486.37
4046,7,           ,3525.84
4046,15,           ,3119.61
4046,31,           ,3476.22
4046,32,           ,3657.79
4046,40,           ,3501.03
4046,46,           ,512.89
4047,15,           ,51262.63
4047,24,           ,3271.56
4047,21,           ,3532.04
4047,22,           ,3495.56
4047,54,           ,10295.32
4047,18,           ,8700.27
4047,23,           ,3839.04
4047,25,           ,3811.13
4047,26,           ,1739.66
4048,3,           ,5048.43
4048,1,           ,23797.49
4050,1,           ,9197.75
4050,13,           ,4074.71
4050,21,           ,5085.64
4050,24,           ,5748.51
4050,35,           ,3578.55
4050,43,           ,9010.31
4050.01,11,           ,5325.26
4050.01,31,           ,7371.08
4050,5,           ,3367.69
4050,11,           ,4191.07
4050,16,           ,4936.79
4050,20,           ,4400.32
4050,27,           ,4223.56
4050,32,           ,5203.13
4050,37,           ,3609.56
4050,38,           ,4204.96
4050,46,           ,7116.8
4050.01,1,           ,5057.73
4050.01,6,           ,3575.45
4050.01,8,           ,4273.18
4050.01,15,           ,3594.06
4050.01,35,           ,3705.7
4050,3,           ,2440.49
4050,8,           ,6813.36
4050,14,           ,5045.33
4050,17,           ,8597.37
4050,19,           ,7698.7
4050,25,           ,3829.74
4050,30,           ,4453.04
4050,39,           ,5265.16
4050,41,           ,6856.31
4050.01,9,           ,4301.09
4050.01,17,           ,5589.95
4050.01,27,           ,6766.97
4050.01,37,           ,3795.62
4050.01,38,           ,3196.72
4050,9,           ,7188.12
4050,23,           ,4815.85
4050,26,           ,5000.89
4050,29,           ,4190.81
4050,33,           ,4477.84
4050,34,           ,3260.17
4050.01,4,           ,4554.07
4050.01,13,           ,5169.37
4050.01,14,           ,3618.87
4050.01,23,           ,10520.42
4050.01,26,           ,5803.06
4050.01,33,           ,3546.88
4050.01,34,           ,3426.83
4051,4,           ,7169.74
4051,9,           ,7129.75
4051,12,           ,4077.82
4051,17,           ,3491.73
4051,18,           ,3436.34
4051,33,           ,4108.83
4051,48,           ,1255.91
4051.01,2,           ,3448.31
4051.01,26,           ,4680.59
4051,11,           ,5934
4051,29,           ,4235.97
4051,32,           ,6585
4051,38,           ,5429.85
4051,42,           ,3466.92
4051,53,           ,5323.92
4051.01,1,           ,3083.69
4051.01,15,           ,4729.03
4051.01,22,           ,3485.52
4051.01,24,           ,3894.07
4051,3,           ,4905.78
4051,6,           ,4157.66
4051,8,           ,5448.46
4051,14,           ,4347.6
4051,28,           ,3721.48
4051,41,           ,9600.48
4051,44,           ,5120.4
4051,54,           ,3522.74
4051.01,4,           ,8847.29
4051.01,12,           ,6077.69
4051.01,17,           ,3414.16
4051.01,23,           ,3401.8
4051,1,           ,17015.19
4051,15,           ,3966.18
4051,31,           ,4520.92
4051,36,           ,6121.37
4051,40,           ,6623.74
4051,46,           ,3389.39
4051,52,           ,5516.68
4051,55,           ,6235.24
4051.01,18,           ,3351.09
4051.01,20,           ,4654.45
4051.01,27,           ,11862.89
4052,12,           ,4201.86
4052,23,           ,3820.43
4052,26,           ,4074.71
4052,29,           ,3141.32
4052,34,           ,4152.24
4052,42,           ,3727.4
4052,45,           ,3827.49
4052,48,           ,4701.12
4052,50,           ,5364.73
4052,53,           ,4809.65
4052,65,           ,4592.58
4052,71,           ,4466.62
4052,85,           ,3107.2
4052,88,           ,3187.9
4052,93,           ,2921.8
4052,98,           ,3169.22
4052,101,           ,4698.02
4052,104,           ,3460.72
4052,122,           ,4707.32
4052,144,           ,2887.03
4052,8,           ,4108.83
4052,14,           ,4583.28
4052,17,           ,5111.35
4052,19,           ,3876.25
4052,22,           ,3457.62
4052,25,           ,4111.93
4052,28,           ,4115.03
4052,39,           ,3267
4052,64,           ,4090.22
4052,82,           ,2816.89
4052,87,           ,3646.78
4052,96,           ,3259.15
4052,99,           ,2890.13
4052,107,           ,3187.83
4052,128,           ,3283.96
4052,135,           ,3637.47
4052,136,           ,5450.53
4052,138,           ,3848.34
4052,141,           ,3101.78
4052,146,           ,3507.23
4052,5,           ,4639.1
4052,16,           ,4028.2
4052,20,           ,3708.8
4052,31,           ,3141.31
4052,32,           ,3512.88
4052,37,           ,3727.4
4052,38,           ,3811.13
4052,46,           ,3566.15
4052,56,           ,6335.34
4052,59,           ,4983.31
4052,61,           ,5240.69
4052,67,           ,4108.83
4052,81,           ,3516.53
4052,84,           ,4379.1
4052,91,           ,3792.52
4052,102,           ,3829.74
4052,105,           ,6613.6
4052,108,           ,3938.27
4052,110,           ,3476.06
4052,113,           ,3355.28
4052,119,           ,3305.67
4052,120,           ,7363.24
4052,130,           ,8167.4
4052,143,           ,663.61
4052,1,           ,5206.58
4052,7,           ,4192.55
4052,10,           ,4505.75
4052,35,           ,4657.7
4052,40,           ,3038.98
4052,52,           ,4567.77
4052,55,           ,4005.86
4052,58,           ,4862.37
4052,62,           ,4338.3
4052,68,           ,4304.19
4052,70,           ,4936.79
4052,73,           ,4407.27
4052,90,           ,3376.99
4052,95,           ,3287.06
4052,114,           ,4313.49
4052,117,           ,5098.04
4052,124,           ,4026.55
4052,131,           ,4363.53
4052,132,           ,4009.59
4052,134,           ,7536.69
4053,1,           ,7374.18
4053,36,           ,3259.15
4053,62,           ,3370.79
4053,63,           ,4738.88
4053,73,           ,6363.25
4053,76,           ,5317.62
4053,79,           ,3364.59
4053,8,           ,7791.89
4053,13,           ,3696.39
4053,19,           ,4649.94
4053,21,           ,3749.78
4053,22,           ,434.58
4053,35,           ,4441.14
4053,41,           ,3643.68
4053,44,           ,4347.34
4053,47,           ,3817.18
4053,51,           ,3690.19
4053,54,           ,3206.43
4053,68,           ,3575.54
4053,69,           ,3545.62
4053,75,           ,3299.46
4053,5,           ,5494.26
4053,16,           ,4120.22
4053,32,           ,4393.06
4053,38,           ,3175.42
4053,53,           ,2880.47
4053,56,           ,3122.71
4053,59,           ,3252.95
4053,60,           ,3485.52
4053,66,           ,3746.01
4053,9,           ,5101.15
4053,18,           ,3631.27
4053,23,           ,4995.42
4053,25,           ,292.35
4053,39,           ,3435.91
4053,45,           ,3618.87
4053,50,           ,4065.41
4053,57,           ,3549.55
4053,65,           ,3442.11
4053,71,           ,3392.49
4053,78,           ,4662.59
4057,20,           ,5436.05
4057,27,           ,13976.45
4057,32,           ,3839.04
4057,37,           ,3299.46
4057,38,           ,3621.97
4057,42,           ,2226.52
4057,1,           ,4986.41
4057,10,           ,5730.65
4057,15,           ,5153.86
4057,35,           ,3572.39
4057,36,           ,5595.75
4057,40,           ,2516.33
4057,43,           ,5243.3
4057,46,           ,3278.81
4057,12,           ,11500
4057,17,           ,5439.43
4057,23,           ,4299.17
4057,25,           ,3913.46
4057,33,           ,3894.39
4057,34,           ,3175.24
4057,45,           ,3696.39
4057,3,           ,11708.56
4057,6,           ,15034.75
4057,8,           ,10559.68
4057,13,           ,7344.82
4057,14,           ,5687.23
4057,19,           ,3495.21
4057,22,           ,4694.15
4057,30,           ,3550.44
4057,39,           ,3259.15
4057,41,           ,3187.83
4058,2,           ,3487.83
4058,4,           ,8308.24
4058,12,           ,14707.56
4058,14,           ,5771.79
4058,17,           ,5798.87
4058,23,           ,4031.3
4058,26,           ,7799.02
4058,1,           ,4009.59
4058,3,           ,4158.44
4058,6,           ,3656.08
4058,8,           ,4102.62
4058,10,           ,4661.59
4058,19,           ,4967.8
4058,21,           ,5138.36
4058,24,           ,3898.71
4058,30,           ,5482.57
4058,9,           ,2424.98
4058,16,           ,4660.8
4058,27,           ,3128.91
4058,29,           ,5671.73
4058,7,           ,614
4059,11,           ,3470.02
4059,20,           ,5370.93
4059,31,           ,4688.71
4059,32,           ,4947.52
4059,43,           ,4394.74
4059,59,           ,9240.79
4059,66,           ,2882.55
4059,67.01,           ,5156.96
4059,74,           ,6933.84
4059,76,           ,3206.43
4059,79,           ,3324.27
4059,84,           ,4268.16
4059,1,           ,3426.61
4059,3,           ,3447.25
4059,6,           ,3816.52
4059,10,           ,3584.76
4059,15,           ,2478.2
4059,30,           ,6245.41
4059,35,           ,541.07
4059,36,           ,3203.33
4059,40,           ,4474.74
4059,47,           ,3411.1
4059,55,           ,4955.4
4059,70,           ,6734.46
4059,73,           ,7451.14
4059,75,           ,3014.17
4059,80,           ,4329.84
4059,82,           ,1254.36
4059,4,           ,4741.43
4059,9,           ,2753.69
4059,16,           ,3091.7
4059,18,           ,3578.55
4059,23,           ,5429.85
4059,29,           ,3399.78
4059,33,           ,3747.19
4059,38,           ,1961.91
4059,42,           ,3975.48
4059,48,           ,6998.96
4059,50,           ,7327.03
4059,56,           ,6183.39
4059,83,           ,3445.21
4059,12,           ,3088.6
4059,14,           ,4265.83
4059,17,           ,3110.3
4059,25,           ,2945.99
4059,34,           ,5956.18
4059,44,           ,4350.34
4059,57,           ,6454.57
4059,64,           ,4518.16
4059,65,           ,2859.12
4059,67.02,           ,4853.28
4059,71,           ,7364.88
4060,5,           ,10943.29
4060,11,           ,3582.97
4060,16,           ,4167.74
4060,20,           ,4251.47
4060,37,           ,4859.27
4060,74,           ,2233.22
4060,1,           ,1497.01
4060,6,           ,2889.1
4060,10,           ,2694.77
4060,13,           ,9981.58
4060,15,           ,4887.69
4060,35,           ,6015.94
4060,40,           ,5070.14
4060,43,           ,4915.09
4060,52,           ,3972.38
4060,70,           ,6028.76
4060,76,           ,17261.27
4060,9,           ,30.77
4060,12,           ,6557.6
4060,18,           ,4059.21
4060,34,           ,3029.49
4060,45,           ,4416.61
4060,71,           ,3485.52
4060,3,           ,14844.8
4060,8,           ,7921.2
4060,22,           ,4811.95
4060,44,           ,4426.11
4060,51,           ,5062.85
4060,54,           ,3349.08
4060,68,           ,5562.02
4060,69,           ,4105.72
4060,72,           ,4146.04
4060,75,           ,2483.9
4061,8,           ,8958.79
4061,12,           ,11705.62
4061,14,           ,2902.54
4061,17,           ,6618.98
4061,19,           ,6633.04
4061,25,           ,5448.46
4061,34,           ,300.31
4061,41,           ,8530.85
4061,44,           ,4984.87
4061,99,           ,2719.58
4061,102,           ,3974.74
4061,105,           ,6766.38
4061,110.01,           ,7312.16
4061,111,           ,2069.43
4061,118,           ,2871.53
4061,128,           ,1263.61
4061,133,           ,6978.18
4061,135,           ,4877.93
4061,136,           ,3432.81
4061,140,           ,2477.7
4061,151,           ,2074.57
4061.01,51,           ,7225.33
4061.01,70,           ,206.97
4061.01,76,           ,4033.12
4061.01,79,           ,4905.78
4061.01,80,           ,4967.8
4061.01,86,           ,6995.86
4061,15,           ,6267.12
4061,21,           ,5377.13
4061,40,           ,16083.68
4061,43,           ,4620.49
4061,101,           ,4492.57
4061,104,           ,3696.39
4061,110.02,           ,7172.61
4061,117,           ,2717.5
4061,124,           ,6589.63
4061,129,           ,7057.93
4061,131,           ,7420.69
4061.01,57,           ,4705.59
4061.01,64,           ,5296.51
4061.01,75,           ,3439.92
4061.01,82,           ,6729.17
4061,9,           ,2716.48
4061,16,           ,3984.79
4061,18,           ,2044.52
4061,23,           ,3275.19
4061,29,           ,6657.85
4061,38,           ,5423.65
4061,42,           ,8752.61
4061,45,           ,3589.04
4061,103,           ,3429.71
4061,106,           ,6717.33
4061,112,           ,4617.39
4061,122,           ,6614.43
4061,127,           ,2083.87
4061,137,           ,4660.8
4061,139,           ,2707.17
4061,150,           ,4673.19
4061.01,58,           ,4868.57
4061.01,63,           ,5336.82
4061.01,74,           ,3767.72
4061.01,77,           ,3803.13
4061.01,84,           ,6679.55
4061.01,91,           ,8964.82
4061.01,93,           ,4551.76
4061,11,           ,2750.59
4061,20,           ,3713.02
4061,27,           ,7064.08
4061,32,           ,6553.51
4061,97,           ,1014.59
4061,100,           ,2029.21
4061,110.03,           ,6154.16
4061,113,           ,5501.17
4061,119,           ,6769.48
4061,120,           ,10045.17
4061,125,           ,2170.7
4061.01,53,           ,6223.05
4061.01,59,           ,4712.19
4061.01,60,           ,3926.88
4061.01,78,           ,4795.98
4061.01,88,           ,4800.35
4061.01,89,           ,6625.61
4063,27,           ,9532.98
4063,31,           ,6842.07
4063,32,           ,4146.04
4063,49,           ,3907.26
4063,97,           ,448.68
4063,100,           ,2469.63
4063,130,           ,3764.98
4063.01,67,           ,3786.32
4063,18,           ,1473.42
4063,23,           ,5538.39
4063,38,           ,5166.29
4063,45,           ,4702.77
4063,50,           ,4077.82
4063,53,           ,4539.86
4063,93,           ,3832.84
4063,98,           ,3907.26
4063.01,74,           ,6081.06
4063.01,77,           ,5315.76
4063,21,           ,6452.55
4063,30,           ,3608.68
4063,35,           ,4105.72
4063,36,           ,4155.34
4063,40,           ,4729.03
4063,43,           ,493.06
4063,55,           ,3863.85
4063,101,           ,4099.61
4063,131,           ,2838.6
4063,132,           ,3200.23
4063.01,64,           ,2871.53
4063.01,65,           ,4846.86
4063.01,72,           ,6716.77
4063.01,75,           ,4218.54
4063,2,           ,7781.51
4063,19,           ,4368.69
4063,25,           ,8530.85
4063,28,           ,6226.81
4063,34,           ,4155.34
4063,39,           ,5335.35
4063,41,           ,4037.5
4063,44,           ,4812.75
4063,47,           ,4505.75
4063,51,           ,3076.61
4063,54,           ,8530.85
4063,57,           ,4548.73
4063,94,           ,3842.14
4063,96,           ,4369.15
4063,99,           ,2904.13
4063,105,           ,5510.48
4063,127,           ,462.05
4063.01,68,           ,8506.13
4063.01,69,           ,3079.71
4063.01,76,           ,4815.77
4063.01,79,           ,4409.62
4063.01,80,           ,6515.2
4064,4,           ,2871.53
4064,12,           ,5290.31
